sentence	label	category	augmented
Back to the more expensive popsockets.	0	Cell_Phones_and_Accessories	False
I never look forward to posting negative reviews.. but sometimes to be honest, it must be done.<br />UPDATE:  12/5/2018 ...	0	Toys_and_Games	False
They went into the ground nicely.	1	Tools_and_Home_Improvement	False
In fact I only bought one and will need to purchase more because my family fights over it....which is nice.	1	Cell_Phones_and_Accessories	False
The underarm area is fine (meaning the arm holes are not too large) and I pulled it on easily without unzipping the side zipper.	1	Amazon_Fashion	False
I prefer the wrap around string method to close my journals or anything that does not leave me any type of uneven surface to write on later.	1	Office_Products	False
He tells you what he wants you to do and then you figure out, with the seemingly random pieces, how to accomplish the task.	1	Software	False
This is my 2nd read of this series!	1	Kindle_Store	False
The item itself was made beautifully with just the right amount of weathering done to the beads.	1	Tools_and_Home_Improvement	False
Did not fit either one of my Keurig Machines so sent it back for a refund	0	Appliances	False
"With a title like ""Interview"" I read my first copy of this magazine anticipating pages and pages of nothing but interviews."	0	Magazine_Subscriptions	False
All that along with chronic cross reactions with foods related to birch.	1	Health_and_Household	False
So the irony is I have not even been able to use my beautiful bird journal to record any bird sightings since I bought it bc I am laid up awaiting back surgery.	1	Office_Products	False
This one has a large, easy to read display.	1	Health_and_Personal_Care	False
)<br /><br />I aborted this install, went into the Control Panel, and uninstalled everything it had installed before (which I had to do one by one in a long drawn-out process).	0	Software	False
Moms is drowned out by the crowd and she also sometimes was not right at the microphone.<br />I recommend a studio recording.	0	Digital_Music	False
But, they are too small to use.	0	Tools_and_Home_Improvement	False
These are awesome…they only compress, not massage but I love them.	1	Health_and_Household	False
I found this to be a great item to keep around and highly recommend.	1	Baby_Products	False
I do want Amazon to make some cooler cards with my animation when a receiver gets it.	1	Gift_Cards	False
I like the size of these covers as it covers the top of the toilet seat AND sides of a toilet.	1	Baby_Products	False
The arrowhead feature is opalescent and rimmed with this cheap gold color.	0	Handmade_Products	False
I’m still sick & tired of it.	0	Arts_Crafts_and_Sewing	False
so much for a  no question asked guarantee lifetime replacement<br /><br />normally these things bubble up and  make me insane .........this is the FIRST time one of these things didnt do that  went on PERFECTLY with not a single teeny weeny air bubble !	0	Cell_Phones_and_Accessories	False
But as a general measure of activity level, I suppose it is somewhat useful.	0	Sports_and_Outdoors	False
I do have hardwood floors, but I didn't try it on them.	0	Home_and_Kitchen	False
Reminds me of my aunt who was a huge Kenny Rodgers fan till she passed away.	1	Handmade_Products	False
Hope you can catch it if comes back around, however, I think I might actually pay for it.	1	Software	False
I was looking for something that would help but multiple hooks, etc straight.	0	Unknown	False
The five-song ep modernizes the band's sound (modern as in thirty years ago), but the harmonies and three lead vocalist approach remains unmistakable, some fine material too.	0	CDs_and_Vinyl	False
It does tell time, and measure heart rate and BP.	0	Sports_and_Outdoors	False
I got the unflavored whey isolate because 1) it is lactose free and 2) I wanted to have a way to add protein to baking and meals rather than just as a shake.	1	Health_and_Household	False
My husband's XL fit perfectly for his size 10.5 shoes!	1	Sports_and_Outdoors	False
Again you used a platform that had nothing to do with race and chose to make it about race.	0	Movies_and_TV	False
Arrived timely; packaged minimally and professionally.	0	Tools_and_Home_Improvement	False
Worked as expected, forign so not perfect fit	1	Automotive	False
I can’t wait to buy more of them.	1	Grocery_and_Gourmet_Food	False
Broke after one month of light use.	0	Beauty_and_Personal_Care	False
I also like that they are opaque to protect the contents that one puts inside from light.<br /><br />These have many uses such as to store a mix of essential oils that were combined into a blend.	0	Industrial_and_Scientific	False
Have used nightly for a few weeks now and absolutely no issues.	1	All_Beauty	False
Sent as a gift to a friend who lost her beloved pup .... she just loved it !	1	Handmade_Products	False
Wish none of you would win!	0	Movies_and_TV	False
The only con is that the coated yellow part chips so easily.	1	Sports_and_Outdoors	False
I've been using this for years and I love it.	1	Beauty_and_Personal_Care	False
Bought this as a gift for my nephew for Xmas.	1	Clothing_Shoes_and_Jewelry	False
There's no point of me putting my money into so many samples.<br /><br />OVERVIEW:<br />I just received my first Cocotique box.	0	Subscription_Boxes	False
In desperation I even added water when elbow grease didn’t work<br /> Just didn’t do it.	0	Arts_Crafts_and_Sewing	False
I appreciate that they came with a Velcro tie to make them easy to wrap and travel.<br /><br />Overall, I would expect much more from a $200+ keyboard.	0	Video_Games	False
Michael McDonald ...... Just Speechless !	1	CDs_and_Vinyl	False
I am 83 years old and disabled and returning it to the store is not an option.	0	Cell_Phones_and_Accessories	False
This book often mention concept without clear explanations,  or it referes it far back, reads more like an afterthought.<br /><br />- missing code: the chapter talks about SQLite, without actual sample code distributed.	0	Books	False
I was pleasantly surprised when I received them.	1	Arts_Crafts_and_Sewing	False
SO I WOULD NOT RECCOMEND THESE CAMERAS TO ANYONE!	0	Electronics	False
This case stands up well to a lot of use.	1	Electronics	False
I'm hopeful that the author will continue writing similar devotionals for other books in the Bible.	1	Books	False
You have to wonder how many pianos she has broken with her frantic, enthusiastic style.	1	CDs_and_Vinyl	False
These work great, however the dial to set the times is very small.	1	Tools_and_Home_Improvement	False
Worse- it looked as tho someone kept the new kennel & returned their old one bc you can literally see where all the powder coating is missing on these kennels which happens over time from use & friction.	0	Pet_Supplies	False
No ones fault but my own for not taking care of my mouth the way I should have all these years.	1	All_Beauty	False
Not long after purchasing, the chair would not stay up.	0	Home_and_Kitchen	False
I was only using this to wear during workouts in the am, so ai don’t waste my good sunscreen, but it’s not worth it.	0	Beauty_and_Personal_Care	False
So yes the brace it nice to have	1	Health_and_Household	False
Even after being unpacked for days the smell continued so had to send back without even being able to try it.	0	Home_and_Kitchen	False
I do not recommend drinking these during the day or operating a vehicle after consuming.	1	Grocery_and_Gourmet_Food	False
The Baby Oil Gel is good sinks into the skin in decent time.	0	Baby_Products	False
ON 10-08-20, A MAN STOPPED BY MY FRONT LAWN,POSED, AND WALKED UP ON MY PROPERTY, OFF THE SIDEWALK AND ACTUALLY LOOKED IN MY WINDOW.	0	Electronics	False
So good luck figuring out what goes where.	0	Arts_Crafts_and_Sewing	False
Over the years I have developed my own morning time routine and coffee is a part of it.	1	Appliances	False
She had the cashier check the balance of the other card and it had $5.32 on it!	0	Gift_Cards	False
I actually got this for my 4 year old grandson to work on with me.	1	Software	False
In regards to it being noisy, I would say it's mildly crinkly.	1	Baby_Products	False
An adult has to push down on the animals for them to play.	0	Baby_Products	False
It didn't fit in to his audio interface, but he was able to order another cable that had the right type of plug.	1	Musical_Instruments	False
And yes, I did follow all instructions and made sure air plugs where in securely.	0	Toys_and_Games	False
I am getting it weekly for a total of only $5.00.	1	Magazine_Subscriptions	False
It bends easily and is just not what I was hoping for.	0	Sports_and_Outdoors	False
A fine point is actually the 'secret' of many artists today....the finer you can get the point, the more precise every square inch of your work will be.	1	Office_Products	False
using this addlink in a desktop and my laptop / easy install.	1	Electronics	False
The colors weren’t really POC friendly, but I got it for half price and decided to give it a try.	0	Beauty_and_Personal_Care	False
I ended up skimming alot until I just gave up I wasn't even interested in the ending or what danger they were in.	0	Kindle_Store	False
However, it's the way it made my hair look and feel that was a turn off for me.	0	Beauty_and_Personal_Care	False
Having said all of this, I never hesitate to update my reviews should new info seem useful.	1	Amazon_Fashion	False
but at $350, I dont really care that much if it gets stolen and its just so fun to ride so whats the point?	1	Unknown	False
11 year old was bored with it in about 10 minutes and never picked it up again.	0	Toys_and_Games	False
The iRig Pre does some kind of gain regulation which limits the dynamic range and muddles frequency response.	0	Musical_Instruments	False
Road to Freedom and Way to Happiness were quite useful to me.	1	Digital_Music	False
I have tried a few similar silicone face mask brackets and I feel that these really are the best!	1	Health_and_Personal_Care	False
I have to admit it is one of the best shaves I have had in the past few years and for the money it is a good deal.	1	Health_and_Personal_Care	False
It has really sturdy wheels and rolls nicely - of course better when the shop floor is clean - but even with a little stuff on the floor it does well.	1	Automotive	False
Then Whitney stays in Italy and has her boyfriend play daddy.	0	Kindle_Store	False
UPDATE:  purchased  6/20/18  .....  it only charged a few times fully and now its pretty dead ... what a waste  ive yet to find one that's worth it and will charge for more than a few times !	0	Cell_Phones_and_Accessories	False
I tried to reposition several different times and the openings will just not stay forward.	0	Amazon_Fashion	False
My son and grandson put it together for me in about 3 or 4 hr.	1	Electronics	False
Helps keep me energized for my runs!	1	Health_and_Household	False
I have 116 shows saved & 89 movies.. and it's new stuff!	0	Software	False
These are very POOR quality and complete JUNK!.......DO NOT buy this product , move on to next product mfg.	0	Industrial_and_Scientific	False
"He came with his own name ""Douglas"" which I find cute."	1	Toys_and_Games	False
!st out of package did not work properly!	0	Office_Products	False
This is a great poster for STEM teachers to put up in their classrooms.	1	Handmade_Products	False
Here are my major issues: First, the sound.	0	Video_Games	False
For reference I got the size S/M, and I'm 135 lbs.	1	Clothing_Shoes_and_Jewelry	False
Was difficult to get on my iPhone 14 plus.	0	Cell_Phones_and_Accessories	False
As an example, I use in on my battery operated door bell.	1	Industrial_and_Scientific	False
I had read it’s supposed to be very sweet & pleasant.	1	Health_and_Household	False
Also, the earth mask lists a benefit of skin lightening.	0	Subscription_Boxes	False
It is like a perfume I want to get rid of.<br /><br />The fizz of these bombs is terrible.	0	Health_and_Personal_Care	False
I can't recommend these products enough and I use them for running, trail running, hiking, and backpacking in both summer and winter conditions.	1	Sports_and_Outdoors	False
Rather then return it I filed and buffed down all of the extremely sharp edges so as not to cut myself or my guitar!	0	Musical_Instruments	False
Writes excellent & I love the color.	1	Office_Products	False
Light is a joke dosent fit in slot very well	0	Home_and_Kitchen	False
Makes tossing a salad a breeze!	1	Unknown	False
I like the look of this and that it is battery operated.	0	Health_and_Personal_Care	False
The curved ends on almost all of these is not curved & angled enough to twist & clasp, at all.	0	All_Beauty	False
And the funny/annoying thing no prices of the auction prices are listed either.<br /><br />Sad to say I was really disappointed with it.	0	Books	False
I didn't seem to get that same feel from the movie.	1	Movies_and_TV	False
I was using it to mount a projection screen on my wall.	1	Industrial_and_Scientific	False
I purchased these.<br /><br />I wear my patches to bed.	0	Beauty_and_Personal_Care	False
WILL NOT PAIR WITH THE DOCKING STATION AND NEEDLESS TO SAY ALEXA DOES NOT WORK.	0	Electronics	False
One other reviewer said they were more like caramel flavored taffy.	0	Grocery_and_Gourmet_Food	False
I ordered one on April 9, here it is May the 11 and it's all ready messed up.	0	Video_Games	False
Buying it in this large size saves money.	1	Automotive	False
Inspections and in humane animal treatment	0	Pet_Supplies	False
I was hoping that the seller could provide me with the full card number so that I could at least use it online for other purchases.	0	Gift_Cards	False
There isn't a way of contacting happy cards customer service online that I could figure out.	0	Gift_Cards	False
Didn't work as soon as it was opened from the box.	0	Tools_and_Home_Improvement	False
Mike runs Big Island Mike's Excursions, a sort of barter economy where you catch fish and make seashell necklaces to earn Big Island Bucks, which can then be traded in for souvenirs, fishing bait, and necklace supplies.	0	Video_Games	False
Strange item, so tiny and hard to use...	0	Beauty_and_Personal_Care	False
I need to buy more - my daughters have taken all!!	1	All_Beauty	False
The chocolate covered raisins are kind of greyish and sickly looking.	0	Grocery_and_Gourmet_Food	False
I don't care about the wifi part, so I'll be looking for something less technical maybe.	0	Patio_Lawn_and_Garden	False
fast delivery and he said it works	1	Automotive	False
Bought this as a small gift for a Scouting Friend that likes tanto style blades.	0	Sports_and_Outdoors	False
"I just ordered ""The Office: Expansion Pack"" as all our kids are big Office fans!"	1	Toys_and_Games	False
Well made, form fitting but not tight.	1	Amazon_Fashion	False
The fall lead to a concussion & repeated blackouts & exacerbated sciatica & massive swelling on my head, face, butt, elbows, hips, knees, etc.	1	Office_Products	False
It does not attract them at all!	0	Pet_Supplies	False
This i want to wear all the time.	1	Handmade_Products	False
This set comes with everything she needed to get started playing the electric guitar.	1	Musical_Instruments	False
I spotted this and it is perfect!	1	Handmade_Products	False
Arrived on time, in perfect shape, and best of all the person receiving the gift can buy whatever they want.	1	Gift_Cards	False
EVERY single one had issues closing after installation.	0	Tools_and_Home_Improvement	False
"These are stainless steel, 1 1/2"" hex washer head, self tapping screws."	1	Industrial_and_Scientific	False
It's good to keep baby warm and keeps baby covered, but I don't consider it a swaddle blanket.	0	Baby_Products	False
I have used these for years and they still work very well.	1	Industrial_and_Scientific	False
Any historical fiction book about WW2 usually holds my interest, but I had to make myself finish this one.	0	Books	False
I explained that they already sent me a new door for the initial green smoker and that I had changed the door and the gap was still there.	0	Patio_Lawn_and_Garden	False
This food was recommended by a number of professionals but I had to give it away.<br />I really wished that they had liked it.	0	Pet_Supplies	False
As I said, I'm not even much into this type of work and I don't landscape as a hobby, yet I still like reading this magazine.	1	Magazine_Subscriptions	False
The size is OK but it can not be fitted tight.	0	Automotive	False
They fit perfectly over my regular, rectangular glasses that I always have to wear in order to see.	1	Amazon_Fashion	False
Even if they are, the sizing shouldn't be this off.	0	Clothing_Shoes_and_Jewelry	False
All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different.	1	Industrial_and_Scientific	False
Many of the songs reminded me of a football huddle, when all of the players give a grunt.	0	CDs_and_Vinyl	False
Going back as soon as I can get them to the post office.	0	Clothing_Shoes_and_Jewelry	False
I bought this one a few years ago and was shocked at the time at my lack of enthusiasm for it upon playing it through.	0	CDs_and_Vinyl	False
The photographs are impressive and memorable, with some of them depicting an animal standing still or lying down in the wild and others showing an animal chasing and catching its prey, in high speed detail.	1	Magazine_Subscriptions	False
And it usually starts with a csr saying : well you need to wait a couple hours bc sometimes it says it’s delivered & it’s not yet.	0	Arts_Crafts_and_Sewing	False
It was signed by the entire group.	1	Digital_Music	False
The characters are not likable and they really do not need to be so raunchy.	0	Movies_and_TV	False
I stopped reading at 10% it just didn't hold my interest.	0	Kindle_Store	False
Would never wear it in public, in the back yard gardening maybe if my husband wasn't looking.	0	Sports_and_Outdoors	False
The texture is awesome and very cheesy.	1	Grocery_and_Gourmet_Food	False
I am not a big fan of music that's not in English, but France Gall is a joy to listen to.	1	CDs_and_Vinyl	False
It's going into the donation box.	0	Digital_Music	False
When you try to manage the account thru Amazon prime, you cannot access the account since it is with HULU , and HULU is not a PRIME channel.	0	Software	False
It's worth paying the money to get a clean back yard while keeping your hands clean!	1	Pet_Supplies	False
I got these to give to my boyfriend for Valentine's day and he loves them!	1	Grocery_and_Gourmet_Food	False
The first press turns on a light dot that rotates around the dial.	0	Health_and_Personal_Care	False
I was not rough with it and only used it as intended.	0	Sports_and_Outdoors	False
That said I am very happy with it.	1	Unknown	False
My daughter loves her Panic At the Disco poster.	1	Musical_Instruments	False
One of my favorite things about Metaform's music is that every track is incredibly thoughtful - nothing sloppy or slapped-together about it; each song an aural masterpiece.	1	Unknown	False
It does all this at a fraction of the price I was paying from the eyelash companies.	1	Beauty_and_Personal_Care	False
However, this is not a book.	0	Handmade_Products	False
Also, I feel there could've been more support for the actual projector.	0	Musical_Instruments	False
I got these to help reduce swelling after surgery and this is working perfectly for me.	0	Amazon_Fashion	False
It was gone in 6 minutes!!!	0	Beauty_and_Personal_Care	False
If you're looking for a larger, quality chalk bag for climbing, this is a great one to own.	1	Sports_and_Outdoors	False
I ordered these in black and white and they both came with different strap options.	1	Video_Games	False
mostly good just doesn't keep the coffee as hot as our old update thermos.	1	Home_and_Kitchen	False
This is such a refreshing change from other magazines and it makes a big difference when you are trying to follow instructions.	1	Magazine_Subscriptions	False
This collar works well, easy to trim to size, easy to charge, and very bright.	1	Pet_Supplies	False
I like to add a little bit of sour cream and salsa to mine THATS just me.	1	Grocery_and_Gourmet_Food	False
GREAT PRODUCT,  NOT A GOOD VALUE,  HIGHLY PRICED	0	Grocery_and_Gourmet_Food	False
These M44-7 sound pretty good but not as good as the old tired Stanton GM-2 they were replacing.	0	Musical_Instruments	False
I will start with what I like about them.	0	Grocery_and_Gourmet_Food	False
I recommend this.<br />**This product was received at a discount in exchange for an honest review!	1	Kindle_Store	False
$8 for 15 grams of useless product & worse it’s the exact same mica powders “Riya” that I purchased in a set of 100 last week & had already tried to mix that way for a color shift which was why I was specifically looking for color shift mica!	0	Arts_Crafts_and_Sewing	False
Will think a couple of times before I purchase another, carefully read the reviews and then consider if it is worth taking the chance.	0	Clothing_Shoes_and_Jewelry	False
I ordered this for my MIL for an early Christmas present since hers broke in storage over the season.	1	Home_and_Kitchen	False
First, this RAZER BLACK WIDOW ULTIMATE ESPORTS GAMING KEYBOARD (Green Mechanical Switches (Tactile and Clicky)) is NOT a “Chroma” keyboard that allows you to change the backlighting color with Razer Synapse software.	0	Video_Games	False
The picture makes it look more balanced than the actual product itself is.	0	Clothing_Shoes_and_Jewelry	False
The pages are nice & slick & the directions are great.	1	Unknown	False
However made me happy it is not just me.	1	Books	False
She still plays with it every day.	1	Toys_and_Games	False
However,it was released as an album on September 28, 1973.<br /><br />The first four tracks of the Miles Davis set were recorded live at the Persian Room in the Plaza Hotel in NYC on September 9, 1958.	1	Digital_Music	False
Instructions: poke holes in the potatoes and let it sit for hours in a crock pot) or one that tells you to stick a pack of hot dogs in a slow cooker, then this is the cookbook for you!	0	Books	False
I think they perform just as good as the 60-80 dollar competitors.	1	Cell_Phones_and_Accessories	False
When used, the scrubber fell of the plastic piece that attaches to the handle.	0	Health_and_Household	False
I don’t want this camera if I can’t get more than 12 seconds of video.	0	Electronics	False
My husband flipped the power switch multiple times and plugged the cable in a couple of times and then it started working.	1	Musical_Instruments	False
Does that mean it hasn’t been properly tested?	0	Baby_Products	False
)<br />The CGI imagery was breathtaking, especially the chase through Coruscant, the clone army and all of the alien landscapes.	1	Digital_Music	False
Should have checked out the critical reviews.	0	Tools_and_Home_Improvement	False
More of a novelty than something to pursue unless you HAVE to HAVE it.	0	Digital_Music	False
We love our Weber Genesis at home so we did a return instead of a replacement and are going to get the Weber Q. I should have listened to the other negative reviews but thought Coleman would have fixed the issues by now- guess not!	0	Sports_and_Outdoors	False
I loved the combination of culture, history, and mystery in these games.<br /><br />In Ghost of Thornton Hall, Nancy is called upon to find Jessalyn Thornton, a missing bride-to-be on Blackrock Island, ancestral home of the Thornton family.	1	Video_Games	False
Always arrive in a fast manner.	1	Appliances	False
Just brought this TV in March and the panel is screwed.	0	Electronics	False
They fit snug in my two different Graco pack and plays.	1	Baby_Products	False
I purchased 2 for a 2 car garage and when on looks like bright daylight in there.	1	Tools_and_Home_Improvement	False
what good is it for author forum if the author(s) don't read it nor respond to it?<br /><br />- write a subject without teaching - Multimedia is such a chapter: it suppose to teach you how to control the camera/audio/video and make a app out of it.	0	Books	False
I also lubricated the top and bottom slide to prevent noise.	1	Pet_Supplies	False
Too bad they encourage you in the Fire Stick tutorial to &#34;pair&#34; your android/iphone to your stick.	0	Software	False
To be honest, I think it is just a matter of time before this breaks (given the difficulty I have in connecting).	0	Electronics	False
In the pics, there was hem glue on the white lining, so it was easier not to step on it.	1	Clothing_Shoes_and_Jewelry	False
Was charged for it and was charged $24.99, so I got excited to see what it was and clicked on it and it was being sold on Amazon.com for $18.77.	0	Subscription_Boxes	False
I've used it for a few small projects.	1	Arts_Crafts_and_Sewing	False
Will be okay for an ornamental pillow	0	Home_and_Kitchen	False
I love to decorate with them.	1	Handmade_Products	False
It’s easy to remove from the tank and clean as well.	1	Pet_Supplies	False
American Dream, the title song, is the only keeper.	0	CDs_and_Vinyl	False
At first when I saw this, I wasn't sure what this.	1	All_Beauty	False
Easy to mount & good quality piece.	1	Unknown	False
I spent 10 minutes trying to open the shampoo.	0	All_Beauty	False
IT FITS IN THE GROOVES OF THE DYNATRAP PERFECTLY, WITHOUT FALLING OFF.	0	Patio_Lawn_and_Garden	False
Of course the first thing I noticed when I pulled it from the package was that the upper right hand corner had already been bent.	1	Office_Products	False
Always the perfect size and color!	1	Gift_Cards	False
I say that bc if you look at the seal pics you can see the tell tale line at the bottom of the page.	0	Books	False
This my service dogs did not get the missing dog treats for 4 days!!!	0	Arts_Crafts_and_Sewing	False
However I can go out and buy a mask at any time.	0	Subscription_Boxes	False
"""<br />6) To take quizzes related to your system or topic of choice, click the plus sign for ""Topics Areas"".<br />7) Click on your system of choice.<br />8) On the right side, there are several options for that topic of study."	1	Books	False
NO chain is included, even tho it is shown in the photos.	0	Arts_Crafts_and_Sewing	False
Not meant for a car battery.	0	Automotive	False
I've had much better luck with steadier wayercolor pencils, two weeks to ship is way to long	0	Arts_Crafts_and_Sewing	False
I’m not a picky person, I just wanted a sectioned dish with a lid to take treat/fruit trays to homes of my friends.	0	Home_and_Kitchen	False
The shape is easy to hold on to, too.	1	Musical_Instruments	False
Ok fine if you wanna sell DEFECTIVE stamps, but be HONEST about it so ppl don’t waste their time, $, & energy on DEFECTIVE items they would not have chosen to begin with.	0	Arts_Crafts_and_Sewing	False
"I am posting a ""reserved"" review...After the experience buying the black one for my husband and the first one arrived, opened and not working!"	0	Sports_and_Outdoors	False
Love this will practice til I can get Saria's song and Song of Storms at the very least!	1	Musical_Instruments	False
I had a hard to clean bottle that is now sparkling!	1	Industrial_and_Scientific	False
I also wish amazon would state how much the gift card is.	0	Gift_Cards	False
No more purchasing of Chinese Made knock off products.	0	Automotive	False
Zenergy gum was great especially if you don't feel like drinking a hot cup of coffee.	1	Grocery_and_Gourmet_Food	False
Not much more can I say that hasn't been said before.	0	Movies_and_TV	False
If i had a dollar for how many times I have played this cd and how many times I have asked Alexa to play it, I would be rich.	1	Digital_Music	False
THE CHIME DOES NOT EVEN NOTIFY YOU UNTIL THE PERSON HAS GONE.	0	Electronics	False
"Until you realize that you must literally STAND right next to it to keep it ""fed"" with bubble soap."	0	Toys_and_Games	False
Very very visible, the front section has a lot of reflective materials and the rest has reflective stitching.	1	Pet_Supplies	False
So cute and definitely keeps my little one busy :).	1	Books	False
The sugar coating was way too much sweet.	0	Health_and_Household	False
Was upset that during class that my character was actually given word that belonged to another characcter.	0	Kindle_Store	False
Something like this should have been included in my pack!	1	Sports_and_Outdoors	False
Lyrical, haunting, mystical airs that are relaxing and enjoyable.	1	CDs_and_Vinyl	False
I kept sharpening it thinking maybe the lead broke off during manufacturing, but as you can see there’s no lead in there at all.	0	Office_Products	False
For campers a box of these is extremely heavy (for camping) and add almost nine pounds to carrying weight.<br /><br />For starting fire places, wood stoves and grills and even charcoal grills these are excellent.	1	Digital_Music	False
That's okay because I just wanted a cheap travel watch.	0	Amazon_Fashion	False
My old ones never did this.	0	Tools_and_Home_Improvement	False
Those times I will fix the mistakes.	1	Books	False
Literally just a drop of ink in it!	1	Arts_Crafts_and_Sewing	False
DON'T BUY BROKE IMMEDIATELY WHEN TRYING ON WANT MONEY BACK CHEAP	0	Clothing_Shoes_and_Jewelry	False
I was just now charged for next month's box, even though I just received this month's (April) box today.	0	Subscription_Boxes	False
Works wonders on my sensitive skin.	1	Beauty_and_Personal_Care	False
I cant afford loss of funds.	0	Toys_and_Games	False
I wish I'd stopped at the end of &#34;Mockingbird.&#34;  This new offering -- well, to be blunt, it just isn't that good of a read.	0	Books	False
So in the end I wouldn’t only be out the humidifier I wanted I’d be out the cost of the humidifier and the cost of sending it back so I wouldn’t even get the money I spent originally back in full.	0	Appliances	False
we bought this for the humidifier for upstairs.	0	Appliances	False
The colors and picture are vibrant and I just enjoy playing it.	1	Software	False
I can't wait to see what else Alexander can do.	1	Software	False
There is a rubber coating so what you pick up, doesnt slip out.	1	Health_and_Personal_Care	False
I'm sure he will enjoy it and becomes his favorite buddy.	1	Toys_and_Games	False
I like the mind numbing quality and the distraction of it.	1	Software	False
My husband ordered it from Amazon.	0	All_Beauty	False
including hitting a boat about 100 yards out.	1	Unknown	False
Does NOT stink like the other reviews say.	1	Handmade_Products	False
Inflated at 11 AM and by 5 PM was deflated and water pouring out.	0	Toys_and_Games	False
I was really excited to receive my new clipboard to replace my previous one which had started falling apart!	1	Office_Products	False
These were a debacle start to finish.	0	Beauty_and_Personal_Care	False
He was thrilled with this month's selection of the Sex Pistols.	1	Subscription_Boxes	False
THE CHIME WENT OFF WHEN THE WAS HALFWAY BACK DOWN THE SIDEWALK AND CROSSING THE STREET.	0	Electronics	False
"We apologize for the inconvenience; please try again at a later time."""	0	Software	False
I did not discuss anything with her, but based on the chat experience I would never us Gift Card again until Amazon allowed me to reload more than $25.00.	0	Gift_Cards	False
This bar of facial soap smells wonderful, lathers well, and feels great using EXCEPT the suds sting my eyes.	0	All_Beauty	False
It was easy to install and stays in place.	1	Tools_and_Home_Improvement	False
I can use all the pieces for the 4 year old and play with less pieces for the 3 and 2 year old and lets face it the minions make everyone smile.	1	Toys_and_Games	False
I called a few places and it's only 10-30 to have it done.	0	Pet_Supplies	False
He seems to be a blank slate -- almost as annoying as Uncle Jack's endless ramblings.	0	Books	False
Like the first collaboration between Evans and Manne on the 1962 album titled Empathy, this album has a completely different feel from Evans' other work.	1	Digital_Music	False
But it was a neat way to show that forgiveness and love can go a long way and how important our loved ones are.	1	Movies_and_TV	False
Lately tho anything from Amazon or any of their parties & it looks like the shipping truck has been involved in an accident or it’s come from a war zone.	0	Arts_Crafts_and_Sewing	False
I set this up in my bedroom and was super impressed with the quality of this Polaroid television.	0	Electronics	False
Instead I ended up buying the DVD from Walmart.	0	Video_Games	False
Came with 4 reusable linen teabags and an insert describing the teas-tasting info and specified brewing times.	1	Subscription_Boxes	False
"It fits him well (28"" chest, ordered size L) and I can connect it to his collar for extra security."	1	Pet_Supplies	False
I know ppl have said stuff about the buzzer, but honestly I happen to be hearing impaired in both ears & my service dogs are trained to hear for me.	1	Home_and_Kitchen	False
My husband thought it would be nice if the front of the maker was see through so you could see how much ice you have without having to peer down into it.	1	Appliances	False
I applied the solution to my tired, they look worse the the previous product.	0	Automotive	False
This one sounds horribly mechanical, jerky - almost looks like the cat is having a seizure.	0	Toys_and_Games	False
I love her, but I drew the line at pup saliva & pup hair all over my stitching & yarn.	1	Arts_Crafts_and_Sewing	False
He is at a toilet training age, yet still has accidents.	1	Baby_Products	False
There is a beautiful message in this book and the illustrations are so organic and imperfect that any child can relate to them.	1	Books	False
Very pleased to get the sets on sale for $13.99.	1	Tools_and_Home_Improvement	False
I do wish it auto synced rather than to manually prompt it to do so every morning.	0	Sports_and_Outdoors	False
Great product, arrived quickly and was glad I ordered it, came with a lot of extras that would come in handy later.	1	Beauty_and_Personal_Care	False
The projects are each on a separate perforated plastic sheet and come with a cool storage binder so you can collect and store them neatly.	1	Subscription_Boxes	False
I lost my 12v plug in though, so until I can find another one, I won’t be able to use it.	1	Patio_Lawn_and_Garden	False
The dress is surprisingly light weight - super light really.	1	Amazon_Fashion	False
a brothers gotta glide sometimes.<br />I've been bike commuting more, and I can average 14 mph on this bike for a 7 mile ride.	1	Unknown	False
the shirt was actually a size large at most and not a true XXL.	0	Amazon_Fashion	False
Although he’s managed to perform mechanical procedures up until now, once my husband saw this gadget, he had to have it.	1	Automotive	False
Got this for my granddaughter for her birthday, she loved it.	1	Toys_and_Games	False
I have too cats, totally different body types, both under 9 pounds, is not right for either one.	0	Pet_Supplies	False
I would say ok for age 8 and up... but that is a personal thought... to each their own I don't judge.	1	Video_Games	False
Once I was into the story it was a great read.	1	Books	False
I love her Fever & Highlander series.	1	Kindle_Store	False
Very sad this didn’t work out.	0	Home_and_Kitchen	False
This is the first year in 25 or so that I haven't had even one flower for the Thanksgiving decor.	0	Patio_Lawn_and_Garden	False
Arrived damaged and dried up and you can't return them.	0	Office_Products	False
Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out.	1	Industrial_and_Scientific	False
Girly heaven - a chance to try some new products, a surprise every month.	1	Subscription_Boxes	False
Because of it's construction, it can twist a bit, but I've had good like keeping the abalone forward.	1	Amazon_Fashion	False
The shape of the container is easy to grip and allows easy application to the bow.	1	Musical_Instruments	False
Perfect for kids at daycare, camp, and the elderly!	1	Appliances	False
NOT A SINGLE PLANE has ANY metal.	0	Toys_and_Games	False
They did, and it did, and all was well, for a while anyway.	1	Digital_Music	False
This belt bends and moves with your body!	1	Clothing_Shoes_and_Jewelry	False
